作田,作田 （さくた）,青森,,盛田庄兵衛,3.20点,( 33件 )
佐藤企,佐藤企 （さとうたくみ）,青森,,鳩正宗,3.20点,( 22件 )
ビキニ娘,ビキニ娘 （びきにむすめ）,青森,,三浦酒造店,3.20点,( 14件 )
亀吉,亀吉 （かめきち）,青森,,中村亀吉,3.17点,( 28件 )
三戸のどんべり,三戸のどんべり （さんのへのどんべり）,青森,,八戸酒類　八鶴工場,3.15点,( 16件 )
斬,斬 （ざん）,青森,,カネタ玉田酒造,3.14点,( 13件 )
駒泉,駒泉 （こまいずみ）,青森,,盛田庄兵衛,3.12点,( 24件 )
菊乃井,菊乃井 （きくのい）,青森,,鳴海醸造店,3.11点,( 17件 )
菊駒,菊駒 （きくこま）,青森,,菊駒酒造,3.10点,( 25件 )
杉玉,杉玉 （すぎだま）,青森,,桃川,3.10点,( 15件 )
杜來,杜來 （とらい）,青森,,六花酒造,3.10点,( 11件 )
朔田,朔田 （さくた）,青森,,盛田庄兵衛,3.09点,( 8件 )
八甲田おろし,八甲田おろし （はっこうだおろし）,青森,,鳩正宗,3.08点,( 20件 )
関乃井,関乃井 （せきのい）,青森,,関乃井酒造,3.08点,( 14件 )
ねぶた,ねぶた （ねぶた）,青森,,桃川,3.06点,( 23件 )
松緑,松緑 （まつみどり）,青森,,株式会社松緑酒造,3.06点,( 3件 )
五醸,五醸 （ごじょう）,青森,,八戸酒類 五戸工場,3.06点,( 3件 )
白神,白神 （しらかみ）,青森,,白神酒造,3.05点,( 11件 )
寒立馬,寒立馬 （かんだちめ）,青森,,関乃井酒造,3.05点,( 9件 )
刑事長,刑事長 （でかちょう）,青森,,株式会社松緑酒造,3.05点,( 3件 )
刑事,刑事 （でか）,青森,,株式会社松緑酒造,3.04点,( 6件 )
りんごぽむぽむ,りんごぽむぽむ （りんごぽむぽむ）,青森,,八戸酒類 五戸工場,3.04点,( 4件 )
岩木正宗,岩木正宗 （いわきまさむね）,青森,,竹浪酒造店,3.03点,( 4件 )
こけしワンカップ,こけしワンカップ （こけしわんかっぷ）,青森,,六花酒造,3.03点,( 4件 )
FF,FF （えふえふ）,青森,,尾崎酒造,3.03点,( 3件 )
弘前城,弘前城 （ひろさきじょう）,青森,,弘前銘醸,3.03点,( 2件 )
稲生,稲生 （いなおい）,青森,,鳩正宗,3.02点,( 5件 )
十魂,十魂 （じゅっこん）,青森,,八戸酒類　八鶴工場,3.02点,( 3件 )
大漁旗 磯丸,大漁旗 磯丸 （たいりょうばた いそまる）,青森,,桃川,3.02点,( 2件 )
玉川りんごカップ,玉川りんごカップ （たまがわりんごかっぷ）,青森,,カネタ玉田酒造,3.02点,( 2件 )
龍飛,龍飛 （たっぴ）,青森,,六花酒造,3.02点,( 1件 )
縄文明水,縄文明水 （じょうもんめいすい）,青森,,盛田庄兵衛,3.02点,( 1件 )
武士道,武士道 （ぶしどう）,青森,,鳩正宗,3.02点,( 1件 )
麗峰,麗峰 （れいほう）,青森,,株式会社松緑酒造,3.02点,( 1件 )
津軽半島,津軽半島 （つがるはんとう）,青森,,尾崎酒造,3.02点,( 1件 )
ちーむ・五（ちーむ・ふぁいぶ）,ちーむ・五（ちーむ・ふぁいぶ） （ちーむふぁいぶ）,青森,,尾崎酒造,3.02点,
蝦夷山海,蝦夷山海 （えぞさんかい）,青森,,六花酒造,3.02点,
北勇,北勇 （きたいさみ）,青森,,関乃井酒造,3.01点,( 7件 )
蔵人,蔵人 （くらうど）,青森,,カネタ玉田酒造,3.01点,( 7件 )
陸奥田心,陸奥田心 （むつでんしん）,青森,,八戸酒造,3.01点,( 3件 )
稲川,稲川 （いながわ）,青森,,八戸酒類 第二工場,3.01点,( 2件 )
遊天,遊天 （ゆうてん）,青森,,弘前銘醸,3.01点,( 2件 )
玉垂,玉垂 （たまだれ）,青森,,中村亀吉,3.01点,( 1件 )
こみせ,こみせ （こみせ）,青森,,鳴海醸造店,3.01点,( 1件 )
百川,百川 （ひゃくせん）,青森,,桃川,3.01点,( 1件 )
J-CRAFT 萌木 ねこ,J-CRAFT 萌木 ねこ （もえぎ ねこ）,青森,,八戸酒類　八鶴工場,3.01点,( 1件 )
TAIHAKU,TAIHAKU （たいはく）,青森,,尾崎酒造,3.01点,( 1件 )
十和田湖,十和田湖 （とわだこ）,青森,,鳩正宗,3.01点,( 1件 )
蔵子,蔵子 （くらこ）,青森,,六花酒造,3.00点,( 3件 )
菊盛,菊盛 （きくもり）,青森,,丸竹酒造店,3.00点,( 2件 )
雪中八甲田,雪中八甲田 （せっちゅうはっこうだ）,青森,,盛田庄兵衛,3.00点,( 2件 )
津軽じょんがら,津軽じょんがら （つがるじょんがら）,青森,,カネタ玉田酒造,3.00点,( 1件 )
銀松,銀松 （ぎんまつ）,青森,,桃川,3.00点,( 1件 )
賜,賜 （たまもの）,青森,,鳴海醸造店,3.00点,( 1件 )
白神のしずく,白神のしずく （しらかみのしずく）,青森,,尾崎酒造,2.99点,( 1件 )
津軽衆,津軽衆 （つがるしゅう）,青森,,丸竹酒造店,,( 1件 )
祈水,祈水 （きすい）,青森,,関乃井酒造,,( 1件 )
掬水,掬水 （きくすい）,青森,,佐藤酒造店,,
白神ロマンの宴,白神ロマンの宴 （しらかみろまんのうたげ）,青森,,丸竹酒造店,,
明ケ烏,明ケ烏 （あけがらす）,青森,,長内酒造店,,
卍,卍 （まんじ）,青森,,佐藤酒造店,,
北のまほろば,北のまほろば （きたのまほろば）,青森,,株式会社松緑酒造,,
津軽海峡,津軽海峡 （つがるかいきょう）,青森,,六花酒造,,
大輪菊盛,大輪菊盛 （だいりんきくもり）,青森,,丸竹酒造店,,
陸奥山海,陸奥山海 （むつさんかい）,青森,,八戸酒造,,
初駒,初駒 （はつこま）,青森,,佐藤酒造,,
鬼笑,鬼笑 （おにわらい）,青森,,佐藤酒造,,
十,十 （とお）,青森,,八戸酒類 五戸工場,,
酔,酔 （すい）,青森,,八戸酒類 五戸工場,,
蔵物語,蔵物語 （くらものがたり）,青森,,八戸酒類　八鶴工場,,
銀嶺,銀嶺 （ぎんれい）,青森,,三浦酒造店,,
辣味娘,辣味娘 （からみむすめ）,青森,,三浦酒造店,,
奥津軽,奥津軽 （おくつがる）,青森,,竹浪酒造店,,
津軽娘,津軽娘 （つがるむすめ）,青森,,中村亀吉,,
よしあきの酒,よしあきの酒 （よしあきのさけ）,青森,,中村亀吉,,
津軽七雪,津軽七雪 （つがるななゆき）,青森,,長内酒造店,,
奥八甲田,奥八甲田 （おくはっこうだ）,青森,,桃川,,
花開,花開 （はなびらき）,青森,,八戸酒類,,
地吹雪,地吹雪 （じふぶき）,青森,,睦鶴酒造,,
睦鶴,睦鶴 （むつづる）,青森,,睦鶴酒造,,
こもりぬ,こもりぬ （こもりぬ）,青森,,株式会社松緑酒造,,
吉野桜,吉野桜 （よしのざくら）,青森,,吉井酒造,,
寿正宗,寿正宗 （ことぶきまさむね）,青森,,寿酒造,,
神の座,神の座 （かみのざ）,青森,,尾崎酒造,,
ブナの白神,ブナの白神 （ブナのしらかみ）,青森,,尾崎酒造,,
岩木川,岩木川 （いわきがわ）,青森,,尾崎酒造,,
白神山地の橅,白神山地の橅 （しらかみさんちのぶな）,青森,,尾崎酒造,,
華思い,華思い （はなおもい）,青森,,六花酒造,,
ひとひら,ひとひら （ひとひら）,青森,,六花酒造,,
白神の郷,白神の郷 （しらかみのふるさと）,青森,,丸竹酒造店,,
金松,金松 （きんまつ）,青森,,桃川,,
稲村屋文四郎,稲村屋文四郎 （いなむらやぶんしろう）,青森,,鳴海醸造店,,
津軽の吟,津軽の吟 （つがるのぎん）,青森,,鳴海醸造店,,
津軽三味線,津軽三味線 （つがるしゃみせん）,青森,,鳴海醸造店,,
南部史,南部史 （なんぶし）,青森,,八戸酒類　八鶴工場,,
菊の里,菊の里 （きくのさと）,青森,,八戸酒類　八鶴工場,,
真心,真心 （まごころ）,青森,,盛田庄兵衛,,
十和田美人,十和田美人 （とわだびじん）,青森,,盛田庄兵衛,,
羽衣,羽衣 （はごろも）,青森,,弘前銘醸,,
山助,山助 （さんすけ）,青森,,白神酒造,,
赤武,赤武 （あかぶ）,岩手,1位,赤武酒造,4.22点,( 3001件 )
南部美人,南部美人 （なんぶびじん）,岩手,2位,南部美人,4.03点,( 635件 )
紫宙,紫宙 （しそら）,岩手,3位,紫波酒造店,3.98点,( 178件 )
酉与右衛門（酔右衛門）,酉与右衛門（酔右衛門） （よえもん）,岩手,4位,川村酒造店,3.75点,( 231件 )
あさ開,あさ開 （あさびらき）,岩手,5位,あさ開,3.54点,( 223件 )
浜娘,浜娘 （はまむすめ）,岩手,6位,赤武酒造,3.51点,( 59件 )
とおのどぶろく,とおのどぶろく （とおのどぶろく）,岩手,7位,とおの屋 要 (nondo),3.47点,( 28件 )
浜千鳥,浜千鳥 （はまちどり）,岩手,8位,浜千鳥,3.46点,( 99件 )
雪っこ,雪っこ （ゆきっこ）,岩手,9位,酔仙酒造,3.43点,( 58件 )
菊の司,菊の司 （きくのつかさ）,岩手,10位,菊の司酒造,3.42点,( 78件 )
廣喜,廣喜 （ひろき）,岩手,10位,紫波酒造店,3.42点,( 54件 )
タクシードライバー,タクシードライバー （タクシードライバー）,岩手,12位,喜久盛酒造,3.40点,( 115件 )
あづまみね,あづまみね （あづまみね）,岩手,12位,吾妻嶺酒造店,3.40点,( 49件 )
平井六右衛門,平井六右衛門 （ひらいろくえもん）,岩手,14位,菊の司酒造,3.39点,( 51件 )
鷲の尾,鷲の尾 （わしのお）,岩手,15位,わしの尾,3.37点,( 54件 )
月の輪,月の輪 （つきのわ）,岩手,16位,月の輪酒造店,3.36点,( 137件 )
岩手誉,岩手誉 （いわてほまれ）,岩手,17位,岩手銘醸,3.32点,( 35件 )
innocent,innocent （イノセント）,岩手,18位,菊の司酒造,3.31点,( 29件 )
酔仙,酔仙 （すいせん）,岩手,19位,酔仙酒造,3.27点,( 52件 )
龍泉八重桜,龍泉八重桜 （りゅうせんやえざくら）,岩手,20位,泉金酒造,3.25点,( 38件 )
奥六,奥六 （おくろく）,岩手,,岩手銘醸,3.23点,( 11件 )
ビクトル投げからの膝十字固め,ビクトル投げからの膝十字固め （びくとるなげからのひざじゅうじがため）,岩手,,喜久盛酒造,3.22点,( 24件 )
百磐,百磐 （ひゃくばん）,岩手,,磐乃井酒造,3.21点,( 29件 )
悠楽,悠楽 （ゆうらく）,岩手,,吾妻嶺酒造店,3.21点,( 19件 )
磐乃井,磐乃井 （いわのい）,岩手,,磐乃井酒造,3.19点,( 29件 )
堀の井,堀の井 （ほりのい）,岩手,,高橋酒造店,3.18点,( 26件 )
七福神,七福神 （しちふくじん）,岩手,,菊の司酒造,3.17点,( 27件 )
吾妻嶺,吾妻嶺 （あづまみね）,岩手,,吾妻嶺酒造店,3.17点,( 22件 )
旭扇,旭扇 （きょくせん）,岩手,,あさ開,3.17点,( 10件 )
多賀多,多賀多 （たがた）,岩手,,酔仙酒造,3.15点,( 9件 )
桜顔,桜顔 （さくらがお）,岩手,,桜顔酒造,3.13点,( 41件 )
水神,水神 （すいじん）,岩手,,あさ開,3.13点,( 27件 )
奥州ノ龍,奥州ノ龍 （おうしゅうのりゅう）,岩手,,岩手銘醸,3.13点,( 7件 )
死後さばきにあう,死後さばきにあう （しごさばきにあう）,岩手,,喜久盛酒造,3.12点,( 12件 )
心星,心星 （しんぼし）,岩手,,菊の司酒造,3.12点,( 5件 )
海龍,海龍 （かいりゅう）,岩手,,赤武酒造,3.12点,( 4件 )
権化,権化 （ごんげ）,岩手,,とおの屋 要 (nondo),3.11点,( 4件 )
嫉み,嫉み （そねみ）,岩手,,喜久盛酒造,3.10点,( 16件 )
福来,福来 （ふくらい）,岩手,,福来,3.10点,( 13件 )
世嬉の一,世嬉の一 （せきのいち）,岩手,,世嬉の一酒造,3.10点,( 10件 )
銀河鉄道の夜,銀河鉄道の夜 （ぎんがてつどうのよる）,岩手,,桜顔酒造,3.10点,( 8件 )
喜久盛,喜久盛 （きくざかり）,岩手,,喜久盛酒造,3.10点,( 7件 )
千両男山,千両男山 （せんりょうおとこやま）,岩手,,菱屋酒造店,3.09点,( 18件 )
菱屋,菱屋 （ひしや）,岩手,,菱屋酒造店,3.09点,( 12件 )
夢灯り,夢灯り （ゆめあかり）,岩手,,あさ開,3.09点,( 7件 )
南部関,南部関 （なんぶぜき）,岩手,,川村酒造店,3.08点,( 11件 )
遠野小町,遠野小町 （とおのこまち）,岩手,,上閉伊酒造,3.08点,( 8件 )
北上夜曲,北上夜曲 （きたかみやきょく）,岩手,,喜久盛酒造,3.07点,( 11件 )
柴燈木登,柴燈木登 （ひたきのぼり）,岩手,,喜久盛酒造,3.07点,( 7件 )
ShuWaWa,ShuWaWa （シュワワ）,岩手,,酔仙酒造,3.07点,( 2件 )
関山,関山 （かんざん）,岩手,,両磐酒造,3.06点,( 14件 )
鬼剣舞,鬼剣舞 （おにけんぱい）,岩手,,喜久盛酒造,3.06点,( 10件 )
非公開,非公開 （ひこうかい）,岩手,,菊の司酒造,3.06点,( 6件 )
シャムロック,シャムロック （しゃむろっく）,岩手,,喜久盛酒造,3.06点,( 5件 )
堀米,堀米 （ほりごめ）,岩手,,高橋酒造店,3.06点,( 4件 )
岩手の地酒,岩手の地酒 （いわてのじざけ）,岩手,,酔仙酒造,3.05点,( 7件 )
WAKAZO,WAKAZO （わかぞう）,岩手,,あさ開,3.05点,( 6件 )
電気菩薩,電気菩薩 （でんきぼさつ）,岩手,,喜久盛酒造,3.04点,( 6件 )
荒蝦夷,荒蝦夷 （あらえびす）,岩手,,紫波酒造店,3.04点,( 5件 )
丹頂正宗,丹頂正宗 （たんちょうまさむね）,岩手,,紫波酒造店,3.04点,( 5件 )
南部の雫,南部の雫 （なんぶのしずく）,岩手,,桜顔酒造,3.04点,( 4件 )
百姓おどり,百姓おどり （ひゃくしょうおどり）,岩手,,喜久盛酒造,3.04点,( 3件 )
奥州光一代,奥州光一代 （おうしゅうひかりいちだい）,岩手,,岩手銘醸,3.04点,( 2件 )
横屋,横屋 （よこや）,岩手,,世嬉の一酒造,3.04点,( 2件 )
雪ゆめ,雪ゆめ （ゆきゆめ）,岩手,,酔仙酒造,3.04点,( 1件 )
VEGALO,VEGALO （ベガロ）,岩手,,南部美人,3.03点,( 9件 )
國華の薫,國華の薫 （こっかのかおり）,岩手,,上閉伊酒造,3.03点,( 7件 )
遠野夢街道,遠野夢街道 （とおのゆめかいどう）,岩手,,上閉伊酒造,3.03点,( 4件 )
煌琳,煌琳 （こうりん）,岩手,,酔仙酒造,3.03点,( 4件 )
